text,label
"Login to secure your account: https://urgent-update.net/update?id=380",1
"Important: payment update required at https://secure-check.org/update?id=868",1
"New article posted: https://www.youtube.com/info?ref=386",0
"Verify your account at https://free-offer.net/update?id=144",1
"Update your bank credentials: https://click4prize.io/update?id=854",1
"Important: payment update required at https://free-offer.net/update?id=357",1
"Learn more about our solutions: https://www.delivery-service.com/info?ref=389",0
"Learn more about our solutions",0
"Verify your account at https://payment-update.com/update?id=511",1
"FREE gift for you: click https://free-offer.net/update?id=437 now!",1
"Monthly newsletter update at https://www.delivery-service.com/info?ref=538",0
"Important: payment update required at https://verify-account.me/update?id=349",1
"Check our official website: https://www.delivery-service.com/info?ref=322",0
"FREE gift for you: click https://verify-account.me/update?id=372 now!",1
"New article posted: https://www.delivery-service.com/info?ref=904",0
"Important: payment update required at https://click4prize.io/update?id=323",1
"Urgent: password reset needed at https://click4prize.io/update?id=502",1
"Update your bank credentials: https://click4prize.io/update?id=243",1
"Login to secure your account: https://payment-update.com/update?id=679",1
"Thank you for using our services",0
"Please confirm your payment via https://login-securebank.com/update?id=370",1
"Thank you for using our services",0
"Your order has shipped. Track it here: https://www.delivery-service.com/info?ref=375",0
"Alert: confirm your billing info at https://verify-account.me/update?id=987",1
"Alert: confirm your billing info at https://free-offer.net/update?id=839",1
"Please confirm your payment via https://login-securebank.com/update?id=261",1
"Share your feedback at https://www.wikipedia.org/info?ref=510",0
"Monthly newsletter update at https://www.medium.com/info?ref=146",0
"Monthly newsletter update at https://www.google.com/info?ref=122",0
"Learn more about our solutions: https://gov.kz/info?ref=530",0
"Download your invoice at https://www.shoponline.com/info?ref=831",0
"Download your invoice at https://www.youtube.com/info?ref=981",0
"You have won a prize! Visit https://verify-account.me/update?id=729 now!",1
"Monthly newsletter update at https://www.shoponline.com/info?ref=772",0
"Hello, just checking in to say hi.",0
"Share your feedback at https://www.google.com/info?ref=670",0
"Share your feedback at https://gov.kz/info?ref=667",0
"You have won a prize! Visit https://payment-update.com/update?id=287 now!",1
"New article posted: https://gov.kz/info?ref=311",0
"Your bank details need verification",1
"Alert: confirm your billing info at https://click4prize.io/update?id=300",1
"Login to secure your account: https://secure-check.org/update?id=932",1
"Your order has shipped. Track it here: https://www.youtube.com/info?ref=159",0
"Important: payment update required at https://bank-verify.org/update?id=911",1
"Download your invoice at https://www.youtube.com/info?ref=732",0
"Hello, just checking in to say hi.",0
"Welcome to our corporate portal: https://www.wikipedia.org/info?ref=997",0
"Urgent: password reset needed at https://verify-account.me/update?id=780",1
"Monthly newsletter update at https://www.medium.com/info?ref=313",0
"Urgent: password reset needed at https://login-securebank.com/update?id=295",1
"New article posted: https://www.shoponline.com/info?ref=116",0
"Update your bank credentials: https://click4prize.io/update?id=731",1
"Learn more about our solutions",0
"Learn more about our solutions: https://www.shoponline.com/info?ref=328",0
"Important: payment update required at https://secure-check.org/update?id=770",1
"Your order has shipped. Track it here: https://www.medium.com/info?ref=977",0
"You have won a prize! Visit https://verify-account.me/update?id=480 now!",1
"You have won a prize! Visit https://bank-verify.org/update?id=833 now!",1
"You have won a prize! Visit https://secure-check.org/update?id=181 now!",1
"Hello, just checking in to say hi.",0
"Verify your account at https://free-offer.net/update?id=986",1
"Please confirm your payment via https://login-securebank.com/update?id=570",1
"Verify your account at https://urgent-update.net/update?id=314",1
"Your order has shipped. Track it here: https://www.delivery-service.com/info?ref=575",0
"Update your bank credentials: https://verify-account.me/update?id=656",1
"Update your bank credentials: https://secure-check.org/update?id=809",1
"Monthly newsletter update at https://travel.com/info?ref=829",0
"Monthly newsletter update at https",0
"Verify your account at https://free-offer.net/update?id=464",1
"FREE gift for you: click https://free-offer.net/update?id=255 now!",1
"Alert: confirm your billing info at https://free-offer.net/update?id=981",1
"Hello, just checking in to say hi.",0
"Urgent: password reset needed at https://click4prize.io/update?id=940",1
"Urgent: password reset needed at https://login-securebank.com/update?id=465",1
"Welcome to our corporate portal: https://gov.kz/info?ref=133",0
"Your order has shipped. Track it here: https://www.shoponline.com/info?ref=952",0
"Alert: confirm your billing info at https://login-securebank.com/update?id=987",1
"Welcome to our corporate portal: https://www.shoponline.com/info?ref=407",0
"Login to secure your account",1
"Download your invoice at https://www.shoponline.com/info?ref=622",0
"Update your bank credentials: https://free-offer.net/update?id=731",1
"Update your bank credentials",1
"Alert: confirm your billing info at https://free-offer.net/update?id=396",1
"Please confirm your payment via https://urgent-update.net/update?id=712",1
"Download your invoice at https://www.youtube.com/info?ref=381",0
"Urgent: password reset needed at https://urgent-update.net/update?id=857",1
"Please confirm your payment via https://click4prize.io/update?id=347",1
"Monthly newsletter update at https://www.delivery-service.com/info?ref=700",0
"Please confirm your payment via https://urgent-update.net/update?id=874",1
"Your bank details need verification: https://verify-account.me/update?id=564",1
"New article posted: https://www.wikipedia.org/info?ref=984",0
"Share your feedback at https://gov.kz/info?ref=182",0
"Hello, just checking in to say hi.",0
"Share your feedback at https://www.youtube.com/info?ref=236",0
"Urgent: password reset needed at https://secure-check.org/update?id=791",1
"Check our official website: https://www.delivery-service.com/info?ref=744",0
"Your bank details need verification: https://secure-check.org/update?id=133",1
"Please confirm your payment via https://verify-account.me/update?id=779",1
"Verify your account at https://click4prize.io/update?id=556",1
"Learn more about our solutions: https://www.medium.com/info?ref=588",0
"Your order has shipped. Track it here: https://travel.com/info?ref=293",0
"Update your bank credentials: https://bank-verify.org/update?id=198",1
"You have won a prize! Visit https://secure-check.org/update?id=888 now!",1
"Download your invoice at https://www.medium.com/info?ref=391",0
"Check our official website: https://www.medium.com/info?ref=862",0
"Download your invoice at https://travel.com/info?ref=312",0
"Verify your account at https://urgent-update.net/update?id=104",1
"Share your feedback at https",0
"Please confirm your payment via https://login-securebank.com/update?id=707",1
"Urgent: password reset needed at https://payment-update.com/update?id=356",1
"Your order has shipped. Track it here: https://www.medium.com/info?ref=174",0
"Your order has shipped. Track it here: https://www.google.com/info?ref=801",0
"Verify your account at https://click4prize.io/update?id=362",1
"Please confirm your payment via https://bank-verify.org/update?id=367",1
"Check our official website: https://www.medium.com/info?ref=187",0
"Monthly newsletter update at https://gov.kz/info?ref=658",0
"Urgent: password reset needed at https://verify-account.me/update?id=872",1
"You have won a prize! Visit https://login-securebank.com/update?id=538 now!",1
"Check our official website: https://www.google.com/info?ref=432",0
"Learn more about our solutions: https://www.shoponline.com/info?ref=610",0
"Update your bank credentials: https://login-securebank.com/update?id=331",1
"Important: payment update required at https://verify-account.me/update?id=832",1
"Alert: confirm your billing info at https://bank-verify.org/update?id=295",1
"You have won a prize! Visit https://verify-account.me/update?id=776 now!",1
"Login to secure your account: https://secure-check.org/update?id=293",1
"Please confirm your payment via https://payment-update.com/update?id=807",1
"Alert: confirm your billing info at https://urgent-update.net/update?id=942",1
"Monthly newsletter update at https://www.youtube.com/info?ref=794",0
"Login to secure your account: https://click4prize.io/update?id=572",1
"FREE gift for you: click https://bank-verify.org/update?id=955 now!",1
"Important: payment update required at https://urgent-update.net/update?id=955",1
"You have won a prize! Visit https",1
"Hello, just checking in to say hi.",0
"Thank you for using our services",0
"FREE gift for you: click https://payment-update.com/update?id=761 now!",1
"Urgent: password reset needed at https://free-offer.net/update?id=915",1
"Login to secure your account: https://bank-verify.org/update?id=562",1
"Your order has shipped. Track it here: https://www.medium.com/info?ref=110",0
"New article posted: https://www.youtube.com/info?ref=148",0
"Please confirm your payment via https://click4prize.io/update?id=760",1
"Hello, just checking in to say hi.",0
"Update your bank credentials: https://payment-update.com/update?id=990",1
"Alert: confirm your billing info at https://login-securebank.com/update?id=495",1
"Check our official website: https://www.wikipedia.org/info?ref=374",0
"Please confirm your payment via https://bank-verify.org/update?id=218",1
"Thank you for using our services",0
"Login to secure your account: https://verify-account.me/update?id=672",1
"New article posted: https://www.wikipedia.org/info?ref=915",0
"Check our official website: https://www.medium.com/info?ref=933",0
"Update your bank credentials: https://bank-verify.org/update?id=493",1
"You have won a prize! Visit https://verify-account.me/update?id=571 now!",1
"Hello, just checking in to say hi.",0
"FREE gift for you: click https://login-securebank.com/update?id=814 now!",1
"FREE gift for you: click https://free-offer.net/update?id=189 now!",1
"Hello, just checking in to say hi.",0
"Important: payment update required at https://free-offer.net/update?id=606",1
"Update your bank credentials: https://click4prize.io/update?id=501",1
"Urgent: password reset needed at https://verify-account.me/update?id=493",1
"Check our official website: https://www.google.com/info?ref=953",0
"Welcome to our corporate portal: https://gov.kz/info?ref=250",0
"Your bank details need verification: https://click4prize.io/update?id=735",1
"Login to secure your account: https://urgent-update.net/update?id=605",1
"Important: payment update required at https://login-securebank.com/update?id=606",1
"Important: payment update required at https://login-securebank.com/update?id=477",1
"Your order has shipped. Track it here: https://gov.kz/info?ref=263",0
"Your bank details need verification: https://verify-account.me/update?id=321",1
"Check our official website: https://www.delivery-service.com/info?ref=980",0
"Your bank details need verification: https://urgent-update.net/update?id=543",1
"Monthly newsletter update at https://www.delivery-service.com/info?ref=426",0
"Your bank details need verification: https://login-securebank.com/update?id=964",1
"Update your bank credentials: https://secure-check.org/update?id=459",1
"Login to secure your account: https://login-securebank.com/update?id=873",1
"Download your invoice at https://travel.com/info?ref=921",0
"Login to secure your account: https://free-offer.net/update?id=485",1
"Hello, just checking in to say hi.",0
"Check our official website: https://gov.kz/info?ref=757",0
"Urgent: password reset needed at https://login-securebank.com/update?id=104",1
"Welcome to our corporate portal: https://www.delivery-service.com/info?ref=792",0
"Verify your account at https",1
"Urgent: password reset needed at https://click4prize.io/update?id=103",1
"Download your invoice at https://www.google.com/info?ref=962",0
"Download your invoice at https://travel.com/info?ref=648",0
"Update your bank credentials: https://free-offer.net/update?id=137",1
"Login to secure your account: https://payment-update.com/update?id=919",1
"Hello, just checking in to say hi.",0
"Thank you for using our services",0
"Please confirm your payment via https://free-offer.net/update?id=696",1
"Share your feedback at https://www.wikipedia.org/info?ref=407",0
"You have won a prize! Visit https://login-securebank.com/update?id=731 now!",1
"Login to secure your account: https://urgent-update.net/update?id=872",1
"FREE gift for you: click https://secure-check.org/update?id=641 now!",1
"Verify your account at https://login-securebank.com/update?id=187",1
"Your order has shipped. Track it here: https://www.medium.com/info?ref=583",0
"Share your feedback at https://www.wikipedia.org/info?ref=834",0
"Hello, just checking in to say hi.",0
"You have won a prize! Visit https://urgent-update.net/update?id=471 now!",1
"New article posted: https://www.medium.com/info?ref=307",0
"Alert: confirm your billing info at https://login-securebank.com/update?id=441",1
"Urgent: password reset needed at https://secure-check.org/update?id=645",1
"Learn more about our solutions: https://www.google.com/info?ref=326",0
"Hello, just checking in to say hi.",0
"Monthly newsletter update at https://gov.kz/info?ref=387",0
"Learn more about our solutions: https://gov.kz/info?ref=884",0
"Monthly newsletter update at https://gov.kz/info?ref=447",0
"Welcome to our corporate portal: https://www.shoponline.com/info?ref=911",0
"Alert: confirm your billing info at https://payment-update.com/update?id=599",1
"Share your feedback at https://gov.kz/info?ref=278",0
"Important: payment update required at https://verify-account.me/update?id=922",1
"Urgent: password reset needed at https://bank-verify.org/update?id=734",1
"Thank you for using our services",0
"Login to secure your account: https://verify-account.me/update?id=507",1
"Update your bank credentials: https://urgent-update.net/update?id=690",1
"Update your bank credentials: https://secure-check.org/update?id=166",1
"Your bank details need verification: https://urgent-update.net/update?id=232",1
"Welcome to our corporate portal: https://gov.kz/info?ref=203",0
"Your order has shipped. Track it here: https://www.shoponline.com/info?ref=580",0
"Thank you for using our services",0
"Verify your account at https://payment-update.com/update?id=237",1
"Your order has shipped. Track it here: https://www.youtube.com/info?ref=194",0
"New article posted: https://travel.com/info?ref=347",0
"Monthly newsletter update at https://www.delivery-service.com/info?ref=800",0
"Hello, just checking in to say hi.",0
"Learn more about our solutions: https://gov.kz/info?ref=640",0
"FREE gift for you: click https://login-securebank.com/update?id=886 now!",1
"Monthly newsletter update at https",0
"New article posted: https://www.google.com/info?ref=658",0
"Hello, just checking in to say hi.",0
"Important: payment update required at https://urgent-update.net/update?id=973",1
"Learn more about our solutions: https://gov.kz/info?ref=146",0
"Update your bank credentials: https://bank-verify.org/update?id=470",1
"Your order has shipped. Track it here: https://travel.com/info?ref=122",0
"New article posted: https://www.medium.com/info?ref=371",0
"Hello, just checking in to say hi.",0
"You have won a prize! Visit https://payment-update.com/update?id=636 now!",1
"Update your bank credentials",1
"Login to secure your account: https://payment-update.com/update?id=743",1
"Your bank details need verification: https://bank-verify.org/update?id=251",1
"Hello, just checking in to say hi.",0
"Share your feedback at https://www.google.com/info?ref=528",0
"Share your feedback at https://www.google.com/info?ref=958",0
"Welcome to our corporate portal: https://gov.kz/info?ref=147",0
"Update your bank credentials: https://secure-check.org/update?id=394",1
"Share your feedback at https://www.wikipedia.org/info?ref=870",0
"Important: payment update required at https://free-offer.net/update?id=883",1
"Learn more about our solutions: https://www.google.com/info?ref=440",0
"Download your invoice at https://www.shoponline.com/info?ref=991",0
"Your bank details need verification: https://secure-check.org/update?id=991",1
"FREE gift for you: click https://free-offer.net/update?id=526 now!",1
"Update your bank credentials",1
"Hello, just checking in to say hi.",0
"Update your bank credentials: https://secure-check.org/update?id=642",1
"Your order has shipped. Track it here: https://www.google.com/info?ref=876",0
"You have won a prize! Visit https://payment-update.com/update?id=546 now!",1
"Share your feedback at https://www.youtube.com/info?ref=611",0
"Thank you for using our services",0
"Alert: confirm your billing info at https://click4prize.io/update?id=419",1
"Check our official website: https://www.google.com/info?ref=384",0
"Alert: confirm your billing info at https://free-offer.net/update?id=289",1
"Update your bank credentials: https://login-securebank.com/update?id=104",1
"Monthly newsletter update at https://www.wikipedia.org/info?ref=271",0
"FREE gift for you: click https://login-securebank.com/update?id=785 now!",1
"Update your bank credentials: https://secure-check.org/update?id=775",1
"Welcome to our corporate portal: https://www.youtube.com/info?ref=617",0
"Share your feedback at https://www.wikipedia.org/info?ref=467",0
"Check our official website: https://gov.kz/info?ref=558",0
"Share your feedback at https://www.google.com/info?ref=752",0
"Your bank details need verification: https://click4prize.io/update?id=354",1
"Alert: confirm your billing info at https://click4prize.io/update?id=607",1
"Thank you for using our services",0
"Your order has shipped. Track it here: https://gov.kz/info?ref=124",0
"Your order has shipped. Track it here: https://www.wikipedia.org/info?ref=631",0
"Check our official website: https://www.google.com/info?ref=455",0
"Alert: confirm your billing info at https://bank-verify.org/update?id=448",1
"Welcome to our corporate portal: https://www.google.com/info?ref=188",0
"FREE gift for you: click https://payment-update.com/update?id=322 now!",1
"Your order has shipped. Track it here: https://travel.com/info?ref=239",0
"Update your bank credentials: https://payment-update.com/update?id=265",1
"Learn more about our solutions: https://www.delivery-service.com/info?ref=314",0
"Urgent: password reset needed at https://click4prize.io/update?id=262",1
"Your order has shipped. Track it here: https://travel.com/info?ref=265",0
"Alert: confirm your billing info at https://verify-account.me/update?id=326",1
"You have won a prize! Visit https",1
"Verify your account at https://secure-check.org/update?id=598",1
"Verify your account at https://urgent-update.net/update?id=450",1
"Welcome to our corporate portal: https://www.shoponline.com/info?ref=968",0
"Alert: confirm your billing info at https://secure-check.org/update?id=611",1
"Verify your account at https://secure-check.org/update?id=342",1
"Urgent: password reset needed at https://urgent-update.net/update?id=224",1
"Hello, just checking in to say hi.",0
"Login to secure your account: https://login-securebank.com/update?id=229",1
"Login to secure your account: https://login-securebank.com/update?id=362",1
"Urgent: password reset needed at https://click4prize.io/update?id=829",1
"Alert: confirm your billing info at https://urgent-update.net/update?id=533",1
"Important: payment update required at https://payment-update.com/update?id=774",1
"Learn more about our solutions: https://gov.kz/info?ref=272",0
"Your order has shipped. Track it here: https://www.youtube.com/info?ref=798",0
"Learn more about our solutions: https://www.medium.com/info?ref=379",0
"Alert: confirm your billing info at https://bank-verify.org/update?id=979",1
"Verify your account at https://free-offer.net/update?id=392",1
"Hello, just checking in to say hi.",0
"Learn more about our solutions: https://www.delivery-service.com/info?ref=823",0
"Urgent: password reset needed at https://urgent-update.net/update?id=962",1
"Please confirm your payment via https://urgent-update.net/update?id=153",1
"Welcome to our corporate portal: https://www.wikipedia.org/info?ref=764",0
"You have won a prize! Visit https://bank-verify.org/update?id=286 now!",1
"Download your invoice at https://gov.kz/info?ref=300",0
"Your bank details need verification: https://click4prize.io/update?id=600",1
"Your order has shipped. Track it here: https://www.youtube.com/info?ref=966",0
"Your bank details need verification: https://click4prize.io/update?id=867",1
"Your bank details need verification: https://login-securebank.com/update?id=528",1
"Important: payment update required at https://bank-verify.org/update?id=270",1
"Check our official website: https://www.shoponline.com/info?ref=705",0
"Verify your account at https://login-securebank.com/update?id=958",1
"Welcome to our corporate portal: https://travel.com/info?ref=677",0
"Important: payment update required at https://secure-check.org/update?id=168",1
"FREE gift for you: click https://payment-update.com/update?id=468 now!",1
"Verify your account at https://bank-verify.org/update?id=232",1
"Download your invoice at https://travel.com/info?ref=976",0
"You have won a prize! Visit https",1
"Welcome to our corporate portal: https://www.wikipedia.org/info?ref=513",0
"Please confirm your payment via https://bank-verify.org/update?id=195",1
"Learn more about our solutions: https://www.wikipedia.org/info?ref=464",0
"Download your invoice at https://www.medium.com/info?ref=957",0
"Thank you for using our services",0
"Your order has shipped. Track it here: https://www.google.com/info?ref=122",0
"Check our official website: https://www.youtube.com/info?ref=892",0
"Download your invoice at https://www.delivery-service.com/info?ref=264",0
"Alert: confirm your billing info at https://login-securebank.com/update?id=823",1
"Alert: confirm your billing info at https://free-offer.net/update?id=519",1
"Login to secure your account: https://bank-verify.org/update?id=759",1
"Please confirm your payment via https://bank-verify.org/update?id=166",1
"Update your bank credentials: https://urgent-update.net/update?id=462",1
"Verify your account at https",1
"Check our official website: https://www.google.com/info?ref=330",0
"Download your invoice at https://www.google.com/info?ref=273",0
"Update your bank credentials: https://free-offer.net/update?id=507",1
"You have won a prize! Visit https://verify-account.me/update?id=146 now!",1
"Check our official website: https://www.google.com/info?ref=160",0
"Your bank details need verification: https://urgent-update.net/update?id=228",1
"Your order has shipped. Track it here: https://www.wikipedia.org/info?ref=908",0
"Alert: confirm your billing info at https://payment-update.com/update?id=608",1
"Hello, just checking in to say hi.",0
"Update your bank credentials: https://payment-update.com/update?id=572",1
"Update your bank credentials: https://bank-verify.org/update?id=357",1
"Hello, just checking in to say hi.",0
"Update your bank credentials: https://click4prize.io/update?id=635",1
"Login to secure your account: https://secure-check.org/update?id=610",1
"Learn more about our solutions: https://travel.com/info?ref=148",0
"Monthly newsletter update at https://www.youtube.com/info?ref=108",0
"Your bank details need verification: https://bank-verify.org/update?id=284",1
"Thank you for using our services",0
"Welcome to our corporate portal: https://gov.kz/info?ref=924",0
"You have won a prize! Visit https://payment-update.com/update?id=142 now!",1
"Learn more about our solutions: https://www.delivery-service.com/info?ref=278",0
"Share your feedback at https://www.delivery-service.com/info?ref=547",0
"Urgent: password reset needed at https://login-securebank.com/update?id=556",1
"Login to secure your account",1
"Monthly newsletter update at https://www.delivery-service.com/info?ref=926",0
"Please confirm your payment via https://urgent-update.net/update?id=983",1
"Alert: confirm your billing info at https://urgent-update.net/update?id=607",1
"New article posted: https://travel.com/info?ref=208",0
"Your order has shipped. Track it here: https://www.medium.com/info?ref=485",0
"Your order has shipped. Track it here: https://www.youtube.com/info?ref=806",0
"You have won a prize! Visit https://payment-update.com/update?id=967 now!",1
"Update your bank credentials: https://login-securebank.com/update?id=310",1
"You have won a prize! Visit https://secure-check.org/update?id=405 now!",1
"Share your feedback at https://gov.kz/info?ref=358",0
"New article posted: https://travel.com/info?ref=711",0
"Update your bank credentials: https://urgent-update.net/update?id=349",1
"Please confirm your payment via https://urgent-update.net/update?id=897",1
"Your bank details need verification: https://free-offer.net/update?id=342",1
"Hello, just checking in to say hi.",0
"Download your invoice at https://www.google.com/info?ref=116",0
"You have won a prize! Visit https://free-offer.net/update?id=530 now!",1
"Verify your account at https://urgent-update.net/update?id=351",1
"Monthly newsletter update at https://www.shoponline.com/info?ref=772",0
"Your bank details need verification: https://click4prize.io/update?id=502",1
"Your bank details need verification",1
"Verify your account at https://login-securebank.com/update?id=239",1
"Your bank details need verification: https://payment-update.com/update?id=736",1
"Update your bank credentials: https://click4prize.io/update?id=840",1
"Your bank details need verification: https://payment-update.com/update?id=300",1
"Urgent: password reset needed at https://bank-verify.org/update?id=988",1
"Monthly newsletter update at https://travel.com/info?ref=203",0
"Please confirm your payment via https://verify-account.me/update?id=624",1
"Login to secure your account: https://click4prize.io/update?id=927",1
"Check our official website: https://travel.com/info?ref=237",0
"Your bank details need verification: https://verify-account.me/update?id=651",1
"You have won a prize! Visit https",1
"Verify your account at https://bank-verify.org/update?id=212",1
"Urgent: password reset needed at https://payment-update.com/update?id=837",1
"You have won a prize! Visit https://bank-verify.org/update?id=225 now!",1
"Urgent: password reset needed at https://click4prize.io/update?id=604",1
"New article posted: https://www.medium.com/info?ref=949",0
"Download your invoice at https://www.wikipedia.org/info?ref=177",0
"FREE gift for you: click https://free-offer.net/update?id=194 now!",1
"New article posted: https://www.wikipedia.org/info?ref=118",0
"Share your feedback at https://www.youtube.com/info?ref=306",0
"Download your invoice at https://www.wikipedia.org/info?ref=540",0
"Download your invoice at https://travel.com/info?ref=387",0
"Verify your account at https://payment-update.com/update?id=814",1
"Important: payment update required at https://payment-update.com/update?id=645",1
"Alert: confirm your billing info at https://payment-update.com/update?id=770",1
"Download your invoice at https://gov.kz/info?ref=140",0
"Monthly newsletter update at https://www.wikipedia.org/info?ref=624",0
"You have won a prize! Visit https://login-securebank.com/update?id=608 now!",1
"Download your invoice at https://www.medium.com/info?ref=549",0
"Thank you for using our services",0
"New article posted: https://www.google.com/info?ref=451",0
"Please confirm your payment via https://free-offer.net/update?id=485",1
"Share your feedback at https://gov.kz/info?ref=141",0
"Monthly newsletter update at https://www.wikipedia.org/info?ref=285",0
"Thank you for using our services",0
"You have won a prize! Visit https://bank-verify.org/update?id=195 now!",1
"Check our official website: https://www.wikipedia.org/info?ref=711",0
"Please confirm your payment via https://payment-update.com/update?id=411",1
"Important: payment update required at https://click4prize.io/update?id=501",1
"Please confirm your payment via https://secure-check.org/update?id=329",1
"Update your bank credentials: https://urgent-update.net/update?id=721",1
"Monthly newsletter update at https://www.wikipedia.org/info?ref=225",0
"New article posted: https://www.medium.com/info?ref=293",0
"Your bank details need verification: https://urgent-update.net/update?id=800",1
"Verify your account at https://payment-update.com/update?id=824",1
"Alert: confirm your billing info at https://verify-account.me/update?id=901",1
"Verify your account at https://login-securebank.com/update?id=990",1
"Hello, just checking in to say hi.",0
"Alert: confirm your billing info at https://payment-update.com/update?id=166",1
"Your order has shipped. Track it here: https://www.google.com/info?ref=694",0
"Important: payment update required at https://payment-update.com/update?id=725",1
"Learn more about our solutions: https://www.medium.com/info?ref=783",0
"Your order has shipped. Track it here: https://www.wikipedia.org/info?ref=273",0
"Share your feedback at https://www.wikipedia.org/info?ref=163",0
"Please confirm your payment via https",1
"Alert: confirm your billing info at https://urgent-update.net/update?id=548",1
"Alert: confirm your billing info at https://secure-check.org/update?id=126",1
"Check our official website: https://www.google.com/info?ref=551",0
"Thank you for using our services",0
"Verify your account at https://click4prize.io/update?id=854",1
"Urgent: password reset needed at https://free-offer.net/update?id=152",1
"Your order has shipped. Track it here: https://www.google.com/info?ref=305",0
"Important: payment update required at https://bank-verify.org/update?id=411",1
"Thank you for using our services",0
"Hello, just checking in to say hi.",0
"FREE gift for you: click https://bank-verify.org/update?id=184 now!",1
"Login to secure your account: https://click4prize.io/update?id=485",1
"Update your bank credentials",1
"Thank you for using our services",0
"Monthly newsletter update at https://www.medium.com/info?ref=434",0
"New article posted: https://www.wikipedia.org/info?ref=970",0
"Your bank details need verification: https://login-securebank.com/update?id=618",1
"Login to secure your account: https://verify-account.me/update?id=734",1
"Learn more about our solutions: https://www.shoponline.com/info?ref=118",0
"New article posted: https://www.wikipedia.org/info?ref=637",0
"Check our official website: https://www.shoponline.com/info?ref=683",0
"Share your feedback at https://www.youtube.com/info?ref=800",0
"Monthly newsletter update at https://www.shoponline.com/info?ref=899",0
"Welcome to our corporate portal: https://www.youtube.com/info?ref=292",0
"Your order has shipped. Track it here: https://gov.kz/info?ref=374",0
"Your order has shipped. Track it here: https://www.medium.com/info?ref=129",0
"Important: payment update required at https://urgent-update.net/update?id=482",1
"Share your feedback at https://www.medium.com/info?ref=120",0
"Learn more about our solutions: https://www.medium.com/info?ref=386",0
"Alert: confirm your billing info at https://verify-account.me/update?id=448",1
"Alert: confirm your billing info at https://verify-account.me/update?id=496",1
"Learn more about our solutions: https://www.medium.com/info?ref=856",0
"You have won a prize! Visit https://bank-verify.org/update?id=424 now!",1
"Your bank details need verification: https://free-offer.net/update?id=351",1
"Alert: confirm your billing info at https://free-offer.net/update?id=230",1
"New article posted: https://gov.kz/info?ref=720",0
